,date,price,sentiment
0,2021-11-10T00:00:00+00:00,66996.82802936337,0.0
1,2021-11-10T01:00:00+00:00,67020.62841892018,0.0
2,2021-11-10T02:00:00+00:00,66817.70235327579,0.0
3,2021-11-10T03:00:00+00:00,66484.70900206431,0.0
4,2021-11-10T04:00:00+00:00,66637.90503632129,0.0
5,2021-11-10T05:00:00+00:00,66341.67658103061,0.0
6,2021-11-10T06:00:00+00:00,66520.02734857239,0.0
7,2021-11-10T07:00:00+00:00,66429.06924418837,0.0
8,2021-11-10T08:00:00+00:00,66614.95542664277,0.0
9,2021-11-10T09:00:00+00:00,66684.49106435428,0.0
10,2021-11-10T10:00:00+00:00,66782.10777037847,0.0
11,2021-11-10T11:00:00+00:00,66542.72110022666,0.0
12,2021-11-10T12:00:00+00:00,66362.11942978055,0.0
13,2021-11-10T13:00:00+00:00,67970.82917388923,0.0
14,2021-11-10T14:00:00+00:00,68387.8910170188,0.0
15,2021-11-10T15:00:00+00:00,68349.0632324049,0.0
16,2021-11-10T16:00:00+00:00,68520.61745653661,0.0
17,2021-11-10T17:00:00+00:00,68618.1501077551,0.0
18,2021-11-10T18:00:00+00:00,67753.34625189926,0.0
19,2021-11-10T19:00:00+00:00,66666.3250665015,0.0
20,2021-11-10T20:00:00+00:00,65608.14964997633,0.0
21,2021-11-10T21:00:00+00:00,64309.24456489849,0.0
22,2021-11-10T22:00:00+00:00,65139.157826804214,0.0
23,2021-11-10T23:00:00+00:00,64897.54710979492,0.0
24,2021-11-11T00:00:00+00:00,64946.30477783525,0.25
25,2021-11-11T01:00:00+00:00,64744.868645616734,0.25
26,2021-11-11T02:00:00+00:00,64514.801750602106,0.25
27,2021-11-11T03:00:00+00:00,64752.12986633836,0.25
28,2021-11-11T04:00:00+00:00,64614.83090739464,0.25
29,2021-11-11T05:00:00+00:00,64679.96565478816,0.25
30,2021-11-11T06:00:00+00:00,64823.55508177962,0.25
31,2021-11-11T07:00:00+00:00,65229.02726273896,0.25
32,2021-11-11T08:00:00+00:00,65363.84819427157,0.25
33,2021-11-11T09:00:00+00:00,65375.62147341928,0.25
34,2021-11-11T10:00:00+00:00,65244.41284727031,0.25
35,2021-11-11T11:00:00+00:00,65263.94616353646,0.25
36,2021-11-11T12:00:00+00:00,65002.170804126,0.25
37,2021-11-11T13:00:00+00:00,64749.75774442772,0.25
38,2021-11-11T14:00:00+00:00,65162.24932887599,0.25
39,2021-11-11T15:00:00+00:00,64807.743437443445,0.25
40,2021-11-11T16:00:00+00:00,65054.71187038602,0.25
41,2021-11-11T17:00:00+00:00,64934.887185731495,0.25
42,2021-11-11T18:00:00+00:00,64755.379385013526,0.25
43,2021-11-11T19:00:00+00:00,65133.906820692675,0.25
44,2021-11-11T20:00:00+00:00,64806.775066134665,0.25
45,2021-11-11T21:00:00+00:00,65048.265760422546,0.25
46,2021-11-11T22:00:00+00:00,65173.23890137621,0.25
47,2021-11-11T23:00:00+00:00,64786.651833368654,0.25
48,2021-11-12T00:00:00+00:00,64818.5127554769,1.0
49,2021-11-12T01:00:00+00:00,65107.98055582049,1.0
50,2021-11-12T02:00:00+00:00,65018.845329009055,1.0
51,2021-11-12T03:00:00+00:00,64835.06511390767,1.0
52,2021-11-12T04:00:00+00:00,64981.053548497664,1.0
53,2021-11-12T05:00:00+00:00,64680.35942824474,1.0
54,2021-11-12T06:00:00+00:00,64508.07849414328,1.0
55,2021-11-12T07:00:00+00:00,64482.25646967513,1.0
56,2021-11-12T08:00:00+00:00,64890.95826610056,1.0
57,2021-11-12T09:00:00+00:00,63884.18122632923,1.0
58,2021-11-12T10:00:00+00:00,63637.49999297045,1.0
59,2021-11-12T11:00:00+00:00,63748.97218196777,1.0
60,2021-11-12T12:00:00+00:00,63817.63274092239,1.0
61,2021-11-12T13:00:00+00:00,63989.5954263709,1.0
62,2021-11-12T14:00:00+00:00,63473.856508268014,1.0
63,2021-11-12T15:00:00+00:00,63164.27768648651,1.0
64,2021-11-12T16:00:00+00:00,63019.28627269822,1.0
65,2021-11-12T17:00:00+00:00,63589.31379052867,1.0
66,2021-11-12T18:00:00+00:00,63882.52480515361,1.0
67,2021-11-12T19:00:00+00:00,63854.37557795114,1.0
68,2021-11-12T20:00:00+00:00,64127.41259964089,1.0
69,2021-11-12T21:00:00+00:00,64080.65010694699,1.0
70,2021-11-12T22:00:00+00:00,63924.62831677995,1.0
71,2021-11-12T23:00:00+00:00,64130.03567748252,1.0
72,0,0.0,0.0
73,0,0.0,0.0
74,0,0.0,0.0
75,0,0.0,0.0
76,0,0.0,0.0
77,0,0.0,0.0
78,0,0.0,0.0
79,0,0.0,0.0
80,0,0.0,0.0
81,0,0.0,0.0
82,0,0.0,0.0
83,0,0.0,0.0
84,0,0.0,0.0
85,0,0.0,0.0
86,0,0.0,0.0
87,0,0.0,0.0
88,0,0.0,0.0
89,0,0.0,0.0
90,0,0.0,0.0
91,0,0.0,0.0
92,0,0.0,0.0
93,0,0.0,0.0
94,0,0.0,0.0
95,0,0.0,0.0
96,2021-11-14T00:00:00+00:00,64979.09557087022,1.0
97,2021-11-14T01:00:00+00:00,64792.393839341035,1.0
98,2021-11-14T02:00:00+00:00,64637.46728216082,1.0
99,2021-11-14T03:00:00+00:00,64641.78469963349,1.0
100,2021-11-14T04:00:00+00:00,64754.50166751409,1.0
101,2021-11-14T05:00:00+00:00,64900.79661104055,1.0
102,2021-11-14T06:00:00+00:00,64803.67903738303,1.0
103,2021-11-14T07:00:00+00:00,64629.34902694531,1.0
104,2021-11-14T08:00:00+00:00,64306.79438660996,1.0
105,2021-11-14T09:00:00+00:00,64255.65475819658,1.0
106,2021-11-14T10:00:00+00:00,64388.431247935754,1.0
107,2021-11-14T11:00:00+00:00,64449.37015028577,1.0
108,2021-11-14T12:00:00+00:00,64601.0813165175,1.0
109,2021-11-14T13:00:00+00:00,64632.38033851668,1.0
110,2021-11-14T14:00:00+00:00,64358.78259709129,1.0
111,2021-11-14T15:00:00+00:00,64076.048581669434,1.0
112,2021-11-14T16:00:00+00:00,63698.73241779616,1.0
113,2021-11-14T17:00:00+00:00,64191.982459276514,1.0
114,2021-11-14T18:00:00+00:00,64024.627828964345,1.0
115,2021-11-14T19:00:00+00:00,64169.76650129132,1.0
116,2021-11-14T20:00:00+00:00,64223.75095973913,1.0
117,2021-11-14T21:00:00+00:00,64314.93672469957,1.0
118,2021-11-14T22:00:00+00:00,64519.074227576704,1.0
119,2021-11-14T23:00:00+00:00,65513.53328047018,1.0
120,2021-11-15T00:00:00+00:00,65876.76718293794,0.25
121,2021-11-15T01:00:00+00:00,65902.71851686975,0.25
122,2021-11-15T02:00:00+00:00,65683.51533469105,0.25
123,2021-11-15T03:00:00+00:00,65718.98105808176,0.25
124,2021-11-15T04:00:00+00:00,65772.2910441593,0.25
125,2021-11-15T05:00:00+00:00,65704.28488509661,0.25
126,2021-11-15T06:00:00+00:00,65668.53401231501,0.25
127,2021-11-15T07:00:00+00:00,65578.79747012231,0.25
128,2021-11-15T08:00:00+00:00,65736.10773704502,0.25
129,2021-11-15T09:00:00+00:00,65974.77632947663,0.25
130,2021-11-15T10:00:00+00:00,65925.99959106404,0.25
131,2021-11-15T11:00:00+00:00,65734.32197631887,0.25
132,2021-11-15T12:00:00+00:00,65668.35890060898,0.25
133,2021-11-15T13:00:00+00:00,65491.5080689494,0.25
134,2021-11-15T14:00:00+00:00,64851.51656187322,0.25
135,2021-11-15T15:00:00+00:00,64292.142806878066,0.25
136,2021-11-15T16:00:00+00:00,64259.73699094586,0.25
137,2021-11-15T17:00:00+00:00,64034.9803192277,0.25
138,2021-11-15T18:00:00+00:00,63807.023102335406,0.25
139,2021-11-15T19:00:00+00:00,64262.09532341165,0.25
140,2021-11-15T20:00:00+00:00,63899.99391457561,0.25
141,2021-11-15T21:00:00+00:00,63879.68945863061,0.25
142,2021-11-15T22:00:00+00:00,63977.600882968996,0.25
143,2021-11-15T23:00:00+00:00,63606.01728057904,0.25
144,2021-11-16T00:00:00+00:00,62622.86593057911,0.5
145,2021-11-16T01:00:00+00:00,62114.198977798354,0.5
146,2021-11-16T02:00:00+00:00,61628.80898445766,0.5
147,2021-11-16T03:00:00+00:00,60920.77818847276,0.5
148,2021-11-16T04:00:00+00:00,61224.338043214186,0.5
149,2021-11-16T05:00:00+00:00,60932.2792120719,0.5
150,2021-11-16T06:00:00+00:00,60841.24584824764,0.5
151,2021-11-16T07:00:00+00:00,60806.12679712696,0.5
152,2021-11-16T08:00:00+00:00,61002.68455325144,0.5
153,2021-11-16T09:00:00+00:00,60201.18831734974,0.5
154,2021-11-16T10:00:00+00:00,60112.7228448818,0.5
155,2021-11-16T11:00:00+00:00,60581.50568965458,0.5
156,2021-11-16T12:00:00+00:00,60049.72481736417,0.5
157,2021-11-16T13:00:00+00:00,60550.082648810414,0.5
158,2021-11-16T14:00:00+00:00,60915.15936906354,0.5
159,2021-11-16T15:00:00+00:00,60679.61047095728,0.5
160,2021-11-16T16:00:00+00:00,60656.18607929558,0.5
161,2021-11-16T17:00:00+00:00,60480.351655998915,0.5
162,2021-11-16T18:00:00+00:00,59936.872621558054,0.5
163,2021-11-16T19:00:00+00:00,60225.87183025439,0.5
164,2021-11-16T20:00:00+00:00,59734.39720073641,0.5
165,2021-11-16T21:00:00+00:00,60461.599073388556,0.5
166,2021-11-16T22:00:00+00:00,60586.95580271466,0.5
167,2021-11-16T23:00:00+00:00,60075.183427477,0.5
168,2021-11-17T00:00:00+00:00,59735.16685976139,0.5
169,2021-11-17T01:00:00+00:00,59419.15183729483,0.5
170,2021-11-17T02:00:00+00:00,59378.842670640464,0.5
171,2021-11-17T03:00:00+00:00,59048.27858784968,0.5
172,2021-11-17T04:00:00+00:00,59419.36595057897,0.5
173,2021-11-17T05:00:00+00:00,59600.32200606527,0.5
174,2021-11-17T06:00:00+00:00,59610.18580001025,0.5
175,2021-11-17T07:00:00+00:00,59695.274909547305,0.5
